time,priceBid,priceAsk,sizeBid,sizeAsk
2025-06-20 08:00:13+00:00,6.54,6.7,200.0,100.0
2025-06-20 08:00:13+00:00,6.6,6.7,100.0,100.0
2025-06-20 08:00:13+00:00,6.6,6.76,100.0,100.0
2025-06-20 08:00:13+00:00,6.6,6.78,100.0,100.0
2025-06-20 08:00:13+00:00,6.62,6.79,100.0,100.0
2025-06-20 08:00:13+00:00,6.6,6.75,100.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.67,300.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.71,300.0,200.0
2025-06-20 08:00:13+00:00,6.52,6.71,300.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.73,300.0,200.0
2025-06-20 08:00:13+00:00,6.59,6.73,100.0,100.0
2025-06-20 08:00:13+00:00,6.59,6.76,100.0,100.0
2025-06-20 08:00:13+00:00,6.42,6.51,100.0,100.0
2025-06-20 08:00:13+00:00,6.53,6.76,200.0,100.0
2025-06-20 08:00:13+00:00,6.54,6.67,100.0,200.0
2025-06-20 08:00:13+00:00,6.62,6.69,100.0,100.0
2025-06-20 08:00:13+00:00,6.64,6.79,100.0,100.0
2025-06-20 08:00:13+00:00,6.7,6.89,100.0,200.0
2025-06-20 08:00:13+00:00,6.42,6.59,100.0,500.0
2025-06-20 08:00:13+00:00,6.33,6.59,100.0,500.0
2025-06-20 08:00:13+00:00,6.33,6.59,200.0,500.0
2025-06-20 08:00:13+00:00,6.5,6.59,300.0,500.0
2025-06-20 08:00:13+00:00,6.65,6.69,100.0,100.0
2025-06-20 08:00:13+00:00,6.5,6.59,300.0,600.0
2025-06-20 08:00:13+00:00,6.52,6.59,100.0,300.0
2025-06-20 08:00:13+00:00,6.53,6.62,100.0,200.0
2025-06-20 08:00:13+00:00,6.52,6.59,200.0,300.0
2025-06-20 08:00:13+00:00,6.52,6.59,200.0,400.0
2025-06-20 08:00:13+00:00,6.5,6.59,300.0,700.0
2025-06-20 08:00:13+00:00,6.52,6.59,300.0,300.0
2025-06-20 08:00:13+00:00,6.52,6.59,100.0,300.0
2025-06-20 08:00:13+00:00,6.52,6.59,100.0,200.0
2025-06-20 08:00:13+00:00,6.52,6.59,100.0,100.0
2025-06-20 08:00:13+00:00,6.54,6.59,100.0,100.0
2025-06-20 08:00:13+00:00,6.54,6.6,200.0,200.0
2025-06-20 08:00:13+00:00,6.7,6.89,100.0,200.0
2025-06-20 08:00:13+00:00,6.52,6.59,300.0,400.0
2025-06-20 08:00:13+00:00,6.7,6.89,200.0,200.0
2025-06-20 08:00:14+00:00,6.59,6.78,400.0,200.0
2025-06-20 08:00:14+00:00,6.59,6.78,400.0,100.0
2025-06-20 08:00:14+00:00,6.77,6.78,200.0,100.0
2025-06-20 08:00:14+00:00,6.59,6.78,400.0,100.0
2025-06-20 08:00:14+00:00,6.59,6.66,400.0,100.0
2025-06-20 08:00:14+00:00,6.58,6.79,300.0,200.0
2025-06-20 08:00:14+00:00,6.58,6.67,100.0,100.0
2025-06-20 08:00:14+00:00,6.58,6.76,100.0,100.0
2025-06-20 08:00:14+00:00,6.58,6.78,300.0,100.0
2025-06-20 08:00:14+00:00,6.58,6.78,100.0,100.0
2025-06-20 08:00:14+00:00,6.59,6.78,400.0,100.0
2025-06-20 08:00:14+00:00,6.58,6.66,100.0,100.0
2025-06-20 08:00:14+00:00,6.59,6.78,400.0,200.0
2025-06-20 08:00:14+00:00,6.54,6.57,100.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.79,100.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.78,100.0,100.0
2025-06-20 08:00:14+00:00,6.52,6.78,400.0,200.0
2025-06-20 08:00:14+00:00,6.52,6.57,400.0,100.0
2025-06-20 08:00:14+00:00,6.54,6.57,200.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.76,200.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.78,200.0,200.0
2025-06-20 08:00:14+00:00,6.52,6.79,400.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.79,100.0,100.0
2025-06-20 08:00:14+00:00,6.63,6.79,100.0,100.0
2025-06-20 08:00:14+00:00,6.57,6.79,100.0,100.0
2025-06-20 08:00:14+00:00,6.59,6.79,400.0,100.0
2025-06-20 08:00:14+00:00,6.74,6.79,100.0,100.0
2025-06-20 08:00:14+00:00,6.73,6.79,200.0,100.0
2025-06-20 08:00:15+00:00,6.79,6.83,300.0,100.0
2025-06-20 08:00:15+00:00,6.79,6.83,200.0,100.0
2025-06-20 08:00:15+00:00,6.79,6.81,200.0,100.0
2025-06-20 08:00:15+00:00,6.79,6.8,200.0,100.0
2025-06-20 08:00:15+00:00,6.67,6.8,900.0,100.0
2025-06-20 08:00:15+00:00,6.67,6.77,900.0,100.0
2025-06-20 08:00:15+00:00,6.74,6.81,100.0,100.0
2025-06-20 08:00:15+00:00,6.74,6.8,100.0,200.0
2025-06-20 08:00:15+00:00,6.74,6.8,100.0,300.0
2025-06-20 08:00:15+00:00,6.67,6.79,900.0,100.0
2025-06-20 08:00:15+00:00,6.74,6.79,100.0,100.0
2025-06-20 08:00:15+00:00,6.67,6.79,1000.0,100.0
2025-06-20 08:00:15+00:00,6.67,6.76,1000.0,100.0
2025-06-20 08:00:15+00:00,6.67,6.79,1000.0,100.0
2025-06-20 08:00:15+00:00,6.62,6.79,300.0,100.0
2025-06-20 08:00:15+00:00,6.64,6.79,100.0,100.0
2025-06-20 08:00:15+00:00,6.62,6.79,400.0,100.0
2025-06-20 08:00:15+00:00,6.62,6.79,300.0,100.0
2025-06-20 08:00:15+00:00,6.62,6.79,400.0,100.0
2025-06-20 08:00:15+00:00,6.74,6.8,100.0,400.0
2025-06-20 08:00:15+00:00,6.7,6.79,100.0,100.0
2025-06-20 08:00:16+00:00,6.84,6.88,100.0,100.0
2025-06-20 08:00:16+00:00,6.84,6.88,300.0,100.0
2025-06-20 08:00:16+00:00,6.84,6.88,400.0,100.0
2025-06-20 08:00:16+00:00,6.84,6.88,400.0,300.0
2025-06-20 08:00:16+00:00,6.79,6.88,300.0,600.0
2025-06-20 08:00:16+00:00,6.81,6.88,100.0,500.0
2025-06-20 08:00:16+00:00,6.81,6.88,100.0,600.0
2025-06-20 08:00:16+00:00,6.8,6.84,100.0,200.0
2025-06-20 08:00:16+00:00,6.79,6.84,300.0,200.0
2025-06-20 08:00:16+00:00,6.84,6.88,400.0,500.0
2025-06-20 08:00:17+00:00,6.88,6.89,300.0,400.0
2025-06-20 08:00:17+00:00,6.88,6.89,300.0,500.0
2025-06-20 08:00:17+00:00,6.88,6.89,300.0,600.0
2025-06-20 08:00:17+00:00,6.86,6.89,100.0,700.0
2025-06-20 08:00:17+00:00,6.86,6.89,100.0,600.0
2025-06-20 08:00:17+00:00,6.82,6.89,100.0,700.0
2025-06-20 08:00:17+00:00,6.82,6.89,100.0,800.0
2025-06-20 08:00:17+00:00,6.84,6.89,100.0,800.0
2025-06-20 08:00:17+00:00,6.82,6.89,100.0,800.0
2025-06-20 08:00:17+00:00,6.85,6.89,100.0,700.0
2025-06-20 08:00:17+00:00,6.84,6.89,100.0,800.0
2025-06-20 08:00:18+00:00,6.82,6.88,100.0,100.0
2025-06-20 08:00:18+00:00,6.85,6.88,100.0,100.0
2025-06-20 08:00:18+00:00,6.85,6.88,100.0,200.0
2025-06-20 08:00:18+00:00,6.81,6.88,300.0,200.0
2025-06-20 08:00:18+00:00,6.81,6.88,400.0,100.0
2025-06-20 08:00:18+00:00,6.81,6.88,400.0,200.0
2025-06-20 08:00:18+00:00,6.82,6.88,100.0,100.0
2025-06-20 08:00:18+00:00,6.85,6.89,100.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,100.0,300.0
2025-06-20 08:00:18+00:00,6.82,6.89,200.0,400.0
2025-06-20 08:00:18+00:00,6.86,6.89,1300.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,1200.0,300.0
2025-06-20 08:00:18+00:00,6.88,6.89,200.0,400.0
2025-06-20 08:00:18+00:00,6.86,6.89,3100.0,400.0
2025-06-20 08:00:18+00:00,6.86,6.89,3000.0,400.0
2025-06-20 08:00:18+00:00,6.86,6.89,2800.0,400.0
2025-06-20 08:00:18+00:00,6.86,6.89,2500.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,2700.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,2800.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,2600.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,2000.0,300.0
2025-06-20 08:00:18+00:00,6.86,6.89,2800.0,300.0
2025-06-20 08:00:19+00:00,6.92,6.97,100.0,100.0
2025-06-20 08:00:19+00:00,6.92,6.97,100.0,200.0
2025-06-20 08:00:19+00:00,6.9,6.97,100.0,200.0
